,created_at,screen_name,text
219,9/8/2019 7:52,adlizamir,"@VIVAcoid Pdahal utk membina generasi tangguh hrus dimulai sejak dini..  
Aduh @KPAI_official Bgmna ini, dibina dr awal saja kita msh tertinggal... Atau memang jaman skrang Indonesia gk prlu lgi prestasi internasional di dunia olahraga khusus bulu tangkis??"
220,9/8/2019 7:56,adlizamir,"@Faozan_Rosma @darmanaji @augustliem @VIVAcoid @lenteraanak @KPAI_official Betul juga....  Hrusnya urusin eksploitasi anak jalanan, dr pd ngurusin yg jelas dibinaan prestasi utk nama bangsa... Waduh puyeng juga mikirin kondisi skrang yah??"
221,9/8/2019 7:48,PambudiTri,@CandraMalik KPAI sudah bacot tuh jangan salahin dia katanya. Masyarakat suruh salahin Undang-undang. Kan peak banget. Persis kayak komentar di atas. Sudah berantakin mainan gak mau beresin dan tanggung jawab malah orang lain suruh beresin.
222,9/8/2019 7:56,PambudiTri,@aminjasc @PBDjarum @KPAI_official Sudah sesuai syariat katanya..
223,9/8/2019 7:54,PambudiTri,@NitaSellya @PBDjarum @KPAI_official @lenteraanak_ Selamat yah KPAI.. Gak bikin syukuran tuh tujuan Anda komisi gak berguna telah tercapai? Bikin dech spanduk ucapan selamat yg gede.. biar puas kau tertawa senang.
224,9/8/2019 7:56,fikrynr,"Saya RT &amp; LIKE tweet ini untuk saya ingat2 sendiri. Kalau kedepannya Badminton Indonesia terpuruk total secara drastis, itu adalah karena ulah @lenteraanak_ @KPAI_official yang mengatasnamakan ""perlindungan anak"" padahal ujung-ujungnya karena demi mendapatkan kucuran dana segar."
225,9/8/2019 7:56,Ddi331,Bubarkan KPAI....lembaga gak guna
226,9/8/2019 7:51,erikaderma,"Sudah cukuplah, ya. 

Sudah 50 tahun PB Djarum mendukung pembinaan bulu tangkis di Indonesia. Sekarang giliran Yayasan Lentera Anak, KPAI, Kemenpora, dan pihak-pihak lain untuk mengambil alih peran ini. 

Semoga bisa, dan mau. https://t.co/KE8DcrA51A"
227,9/8/2019 7:56,erikaderma,"PB Djarum sudah mengalah, tapi KPAI menolak. KPAI sepertinya lebih menghargai anak-anak yang teriak-teriak bunuh dalam karnaval ketimbang dididik berprestasi.

KPAI digaji negara. Pakai duit pajak kita. Malah menggancurkan dunia bulutangkis kita. Bangke!

https://t.co/JXVTZKeA6c"
228,9/8/2019 7:56,boleh_merokok,Komen satu kata buat @KPAI_official dan @lenteraanak_ atas prestasinya:
229,9/8/2019 7:56,wandlub,"Selamat ya, KPAI... atas prestasinya menghancurkan mimpi anak2 berprestasi calon juara dunia.

Mungkin KPAI yang mau ambil tanggung jawab utk pendanaan pelatihan mereka sekarang.. <U+2615><U+2615>

https://t.co/TWPx9b3YPd"
230,9/8/2019 7:56,Maynandarif_,"@rasndeso PB KPAI aja,kan dia yang protes."
231,9/8/2019 7:56,AnggiNpratama,"Atas bubarnya Audisi Calon-Calon Juara Dunia Bulu Tangkis, dimohon teman-teman jangan terprovokasi ya!

Kita doakan saja KPAI nanti juga minta Penyelenggara bola Indonesia bubar karena menayangkan kekerasan yg ga mendidik. #TerimakasihKPAI https://t.co/CRO5u2sMyR"
232,9/8/2019 7:56,umijuntakgmail4,"Tambahan Rangkuman Peristiwa 2019<U+0001F447>

<U+2705>KPAI bak Pahlawan Super Hero yg sukses membunuh tumbuhnya Atlit Cabor Bulu Tangkis dr PB Djarum.
<U+2705>Esemka diserang Para Politikus Busuk &amp; Kelompok nya.
<U+2705>Komnas HAM pasang Badan untuk si Pengkhianat VK yg kini jd Buron.

Dah... Itu aja. <U+0001F62D><U+0001F62D>"
233,9/8/2019 7:56,dhialma,@detikcom Tanggungjawab buat regenerasi. @KPAI_official
234,9/8/2019 7:56,woeland72,"Suka terlalu berlebihan ya KPAI ini, ini kan salah satu kegiatan CSR Djarum, kegiatan CSR ga ada kaitannya sm promosi produk, dan malah enhancing good image Djarum ga sih? https://t.co/Wh5XJug6qH"
235,9/8/2019 7:56,elsftrtanti,50 Tahun eksploitasi anak versi @lenteraanak_ @KPAI_official https://t.co/IFKkVHQDol
236,9/8/2019 7:56,RamandikaHanif,@yusufachmad10 @akurommy @cindy_nd @kemalarsjad @KPAI_official @lenteraanak_ Lagi mode bisu mas<U+0001F92D>
237,9/8/2019 7:56,it0k,@Dennysiregar7 @KPAI_official Bapak bapak dan ibu ibu yang terhormaattt.. <U+0001F614> https://t.co/gw1Jb7xTqW
238,9/8/2019 7:55,it0k,"Selamat ya, KPAI... atas prestasinya menghancurkan mimpi anak2 berprestasi calon juara dunia.

Mungkin KPAI yang mau ambil tanggung jawab utk pendanaan pelatihan mereka sekarang.. <U+2615><U+2615>

https://t.co/TWPx9b3YPd"
239,9/8/2019 7:55,dipantara_adit,@KPAI_official Jangan pilih pamit dan mundur dari kekejian dan kebangsatan yang dilakukan berengsek-berengsek itu #PBDJarumJanganPamit
240,9/8/2019 7:51,dipantara_adit,"@KPAI_official Kalau aing jadi pengurus PB Djarum, mending kita bertarung di jalur hukum aja. Aing yakin, kalau persoalannya hukum PB Djarum bakal menang. Tuntutan KPAI bakal dimentahkan #PBDjarumJanganPamit"
241,9/8/2019 7:56,dipantara_adit,@KPAI_official Aing yakin mayoritas orang lebih memilih mendukung keberadaan PB Djarum ketimbang keberadaan KPAI #PBDjarumJanganPamit
242,9/8/2019 7:47,dipantara_adit,"@KPAI_official PB Djarum dan Djarum Foundation itu diakui oleh Kementerian Hukum dan HAM. Status badan hukumnya jelas, nggak bisa sembarangan diganti. Kan bangsat betul sejarah 50 tahun perjuangan buat atlet Indonesia malah suruh ganti nama #PBDjarumJanganPamit"
243,9/8/2019 7:50,dipantara_adit,"@KPAI_official Ibarat kata, dikasih hati minta ampela. Bangsat betul itu permintaan #PBDjarumJanganPamit"
244,9/8/2019 7:45,dipantara_adit,"@KPAI_official Seperti tadi saya bilang, bajingan berengsek bangsatnya, KPAI malah minta agenda pembinaan bulutangkis harus steril penuh dari Djarum #PBDjarumPamit"
245,9/8/2019 7:53,dipantara_adit,"@KPAI_official Sialnya, aing bukan siapa-siapa bukan apa-apa. Itu direktur olahraga Djarum Foundation juga baik hati betul, menolak keos dan keributan. Milih pamit dan mundur biar nggak ribut mulu #PBDjarumJanganPamit"
246,9/8/2019 7:46,dipantara_adit,"@KPAI_official Apakah itu berarti nama PB Djarum harus diganti @KPAI_official? Ya nggak bisa lah, baca thread saya ini kalau mau paham. #PBDjarumjanganPamit"
247,9/8/2019 7:50,dipantara_adit,"@KPAI_official Aing kesel sekesel-keselnya. Jelas-jelas tuntutan awalnya jangan pakai kaos ada kata Djarum. Udah dituruti dengan baik, pakai ganti nama event segala, eh ini arahannya suruh ganti nama klub #PBDjarumJanganPamit"
248,9/8/2019 7:54,dipantara_adit,"@KPAI_official Jauh di lubuk hati terdalam, aing berharap PB Djarum dan Djarum Foundation bertarung lewat jalur litigasi biar tetap terlibat dalam pembinaan atlet #PBDjarumJanganPamit"
249,9/8/2019 7:56,tirtagooners,"@maspyl Mereka belum tau yul gimana latihannya atlet china, lebih keras cuy. Mungkin klo KPAI liat nyebutnya bukan eksploitasi anak tapi ""pembantaian"" anak wkwkwk"
250,9/8/2019 7:55,yudhiyanto7,"Buat yang bilang ""Kalau PB Djarum memang ingin membina bulutangkis, jangan pakai nama Djarum""

Ini pihak PB Djarum sudah menawarkan tidak pakai nama Djarum &amp; anak-anak audisi tidak diberi kaos Djarum, namun tetap ditolak @KPAI_official https://t.co/g4xWj3ugNn"
251,9/8/2019 7:56,yudhiyanto7,"Esemka produksi anak bangsa, dinyinyiri anggota dewan.

Audisi bukutangkis Djarum, agar anak berprestasi di ajang dunia, diprotes KPAI sampai berhenti.

Siaran Netflix dan internet mau diatur KPI.

Orang2 ini makan gaji dari pajak, prestasinya cuma menghancurkan bangsa ini."
252,9/8/2019 7:56,eghissss,"Esemka produksi anak bangsa, dinyinyiri anggota dewan.

Audisi bukutangkis Djarum, agar anak berprestasi di ajang dunia, diprotes KPAI sampai berhenti.

Siaran Netflix dan internet mau diatur KPI.

Orang2 ini makan gaji dari pajak, prestasinya cuma menghancurkan bangsa ini."
253,9/8/2019 7:56,rositaadtyni,"PB Djarum sudah mengalah, tapi KPAI menolak. KPAI sepertinya lebih menghargai anak-anak yang teriak-teriak bunuh dalam karnaval ketimbang dididik berprestasi.

KPAI digaji negara. Pakai duit pajak kita. Malah menggancurkan dunia bulutangkis kita. Bangke!

https://t.co/JXVTZKeA6c"
254,9/8/2019 7:56,satutidak,"Atas bubarnya Audisi Calon-Calon Juara Dunia Bulu Tangkis, dimohon teman-teman jangan terprovokasi ya!

Kita doakan saja KPAI nanti juga minta Penyelenggara bola Indonesia bubar karena menayangkan kekerasan yg ga mendidik. #TerimakasihKPAI https://t.co/CRO5u2sMyR"
255,9/8/2019 7:56,ricofernan91,"@lenteraanak_ @KPAI_official Jangan2 djarum yg gk peka nih.
Kali aj mrk sbnrnya minta angpao, hedeeeh."
256,9/8/2019 7:56,fauzansd11,"Saya RT &amp; LIKE tweet ini untuk saya ingat2 sendiri. Kalau kedepannya Badminton Indonesia terpuruk total secara drastis, itu adalah karena ulah @lenteraanak_ @KPAI_official yang mengatasnamakan ""perlindungan anak"" padahal ujung-ujungnya karena demi mendapatkan kucuran dana segar."
257,9/8/2019 7:55,rchdzsyks,@27Rianto @HoofdbureauID @ganafmargi @AnnisaAyu04 @iznan_Libero @hendrapratamaw @indosupporter @SjahroeLXIX @iIhamzada @KPAI_official @lenteraanak_ Yaelah ngurusin yg ada duitnya doang kayanya ya. Coba anak putus sekolah biayain apa gimana kek. Itu dulu. Biar org ga berprasangka. Wajar lah skrg org berprasangka. Lah orang fakta-faktanya gitu wkwkwk
258,9/8/2019 7:56,rchdzsyks,@27Rianto @HoofdbureauID @ganafmargi @AnnisaAyu04 @iznan_Libero @hendrapratamaw @indosupporter @SjahroeLXIX @iIhamzada @KPAI_official @lenteraanak_ Ato engga gini deh bikin beasiswa bulutangkis juga gantiin pb djarum. Kan dah dapet duit itu. Banyak
259,9/8/2019 7:56,syarifptv,"dear KPAI dan Lentera Anak, para pembunuh mimpi anak-anak untuk jadi atlet bulutangkis.... https://t.co/S5Vrzt5ed1"
260,9/8/2019 7:56,falih_kds,@na_dirs Nanti jika emg ada BUMN yg mau jd sponsor pelatihan bibit muda apakah @KPAI_official juga akan menmbk mereka lg gus?
261,9/8/2019 7:56,realannisa1,"@ainurohman @Outstandjing @cold_sherry Bagi pecinta musik saat disebutkan Yamaha pasti asosiasi dalam benak mereka adalah alat musik bukan sepeda motor. 
Demikian bagi pecinta bultang saat disebutkan Djarum pasti ingatnya PB DJARUM. 
FIX ini yg disukai orang2 lentera anak dan KPAI pasti bukan badmintonnya."
262,9/8/2019 7:56,Erycious,@lenteraanak_ @KPAI_official Kalo perusahaan kondom gimana?
263,9/8/2019 7:55,aaronndanny,"@lenteraanak_ @KPAI_official kalian aja yang bubar, kalo cuma bacot ngurusin hal yang udah bener tanpa solusi"
264,9/8/2019 7:53,SurAmb_,@KPAI_official Ini ekploitasi anak https://t.co/BYALK1q2D8
265,9/8/2019 7:55,SurAmb_,@KPAI_official #OrganisasiBebanNegara
266,9/8/2019 7:46,SurAmb_,"@lenteraanak_ @KPAI_official Tolong bubarin SMK seluruh indonesia, mereka mengharuskan siswa2 on the job training sebagai syarat kelulusan, padahal belum 17 tahun. Selama OTJ training di industri mereka bekerja lho bukan belajar, apalagi bermain."
267,9/8/2019 7:54,SurAmb_,@KPAI_official Ini BUKAN eksploitasi anak https://t.co/Qrmkh2dGRl
268,9/8/2019 7:55,sweetlyx_,"Selamat ya, KPAI... atas prestasinya menghancurkan mimpi anak2 berprestasi calon juara dunia.

Mungkin KPAI yang mau ambil tanggung jawab utk pendanaan pelatihan mereka sekarang.. <U+2615><U+2615>

https://t.co/TWPx9b3YPd"
269,9/8/2019 7:55,hafizharya0430,"well done, kpai &amp; lenteraanak <U+0001F44F><U+0001F44F><U+0001F44F> via /r/indonesia https://t.co/Gg2vegc5OG https://t.co/OmdkBPxsXo"
270,9/8/2019 7:49,hafizharya0430,"dear KPAI dan Lentera Anak, para pembunuh mimpi anak-anak untuk jadi atlet bulutangkis.... https://t.co/S5Vrzt5ed1"
271,9/8/2019 7:47,MzelleAdler,"@JenggalaSelira @lenteraanak_ @KPAI_official Bisa melindungi anak2 doang, dn nyuruh anak2 jd calon pengangguran ewkwkwk GA GUNA MASYA ALLAH"
272,9/8/2019 7:55,MzelleAdler,@JenggalaSelira @lenteraanak_ @KPAI_official Lembaga pengawasan atau lembaga nyinyir tanpa solusi sih itu? Heraannn
273,9/8/2019 7:55,bennowidagda,"Sudah cukuplah, ya. 

Sudah 50 tahun PB Djarum mendukung pembinaan bulu tangkis di Indonesia. Sekarang giliran Yayasan Lentera Anak, KPAI, Kemenpora, dan pihak-pihak lain untuk mengambil alih peran ini. 

Semoga bisa, dan mau. https://t.co/KE8DcrA51A"
274,9/8/2019 7:55,callmeepen,"@meroe87 @KPAI_official @jokowi @awkarin RT nih atau paling gak bersuaralah, kita butuh exposure biar audisi umum PB Djarum Balik lagi. Indonesia butuh melanjutkan tradisi juara di dunia internasiyenel."
275,9/8/2019 7:55,reeynld,@lenteraanak_ @KPAI_official @Kemenpora yaudah ganti nama jadi PB garena aja gimana?
276,9/8/2019 7:55,Dicky_Cahyaa,"Jadi ada 3 lembaga yg gak guna di Indonesia berdasarkan kinerja nya:
1. @PSSI 
2. @KPAI_official off
3. @KPI_Pusat"
277,9/8/2019 7:55,Dicky_Cahyaa,50 Tahun eksploitasi anak versi @lenteraanak_ @KPAI_official https://t.co/IFKkVHQDol
278,9/8/2019 7:55,MayangArta29,"PB Djarum sudah mengalah, tapi KPAI menolak. KPAI sepertinya lebih menghargai anak-anak yang teriak-teriak bunuh dalam karnaval ketimbang dididik berprestasi.

KPAI digaji negara. Pakai duit pajak kita. Malah menggancurkan dunia bulutangkis kita. Bangke!

https://t.co/JXVTZKeA6c"
279,9/8/2019 7:55,kepodangkuning,"Ni Yayasan dan KPAI begitu anak kecil diajak pawai Khilafah dan diajak kampanye PKS pada Mingkem. 

Double standard kalian, tau artinya ? MUNAFIK ! https://t.co/7YoyKbgGVU"
280,9/8/2019 7:54,kepodangkuning,"Lembaga @KPAI_official &amp; NGO Yayasan @lenteraanak_  lagi viral krn BERHASIL menutup @PBDjarum yg sdh melahirkan PULUHAN pebulutangkis dunia.

Ini salah dua<U+0001F600> “LIKE” akun Komisioner @KPAI_official sodari @SHikmawatty 

Beda pilihan politik sih biasa, cuma jejak digital saja.<U+0001F600> https://t.co/6NCh3ariyv"
281,9/8/2019 7:55,anastasiauliaa,@detikcom @KPAI_official @susanto_kpai @lenteraanak_ @KEMENPORA_RI @kpp_pa @kemenkopmk https://t.co/voBbOHolan
282,9/8/2019 7:55,TolakPartaiSara,"Sudah 50 tahun PB Djarum berkontribusi untuk negeri di bidang bulutangkis, tak sedikit atlet-atlet jebolan dari Audisi PB Djarum mengharumkan nama Indonesia di kancah Internasional. Kini PB Djarum dituduh mengeksploitasi anak oleh KPAI. 
#PBDjarumJanganPamit https://t.co/a10vlVRMd0"
283,9/8/2019 7:55,K_anwarss,"Atas bubarnya Audisi Calon-Calon Juara Dunia Bulu Tangkis, dimohon teman-teman jangan terprovokasi ya!

Kita doakan saja KPAI nanti juga minta Penyelenggara bola Indonesia bubar karena menayangkan kekerasan yg ga mendidik. #TerimakasihKPAI https://t.co/CRO5u2sMyR"
284,9/8/2019 7:55,iqbalmarta,"Sudah cukuplah, ya. 

Sudah 50 tahun PB Djarum mendukung pembinaan bulu tangkis di Indonesia. Sekarang giliran Yayasan Lentera Anak, KPAI, Kemenpora, dan pihak-pihak lain untuk mengambil alih peran ini. 

Semoga bisa, dan mau. https://t.co/KE8DcrA51A"
285,9/8/2019 7:55,risnahasanudin,"Selamat ya, KPAI... atas prestasinya menghancurkan mimpi anak2 berprestasi calon juara dunia.

Mungkin KPAI yang mau ambil tanggung jawab utk pendanaan pelatihan mereka sekarang.. <U+2615><U+2615>

https://t.co/TWPx9b3YPd"
286,9/8/2019 7:55,meskipuntirta,"Sudah cukuplah, ya. 

Sudah 50 tahun PB Djarum mendukung pembinaan bulu tangkis di Indonesia. Sekarang giliran Yayasan Lentera Anak, KPAI, Kemenpora, dan pihak-pihak lain untuk mengambil alih peran ini. 

Semoga bisa, dan mau. https://t.co/KE8DcrA51A"
287,9/8/2019 7:55,alvnprmtsr,"@nayounged HESSS, RAMASHOK BLASSS @KPAI_official"
288,9/8/2019 7:55,rahmat_teaa,"@yoshu_sudarso @ikyprtama Coba deh tonton ini, acara apa kabar Indonesia pagi TV One. Mereka ngebahas yang katanya ada eksploitasi terhadap anak di audisi bulutangkis PB Jarum. Narasumbernya ada dari PB Jarum dan KPAI
https://t.co/f10I2Vt8g6"
289,9/8/2019 7:50,akaemael_,@dhymasYND @KPAI_official Lo yg ngoceh doang
290,9/8/2019 7:55,akaemael_,@dhymasYND @KPAI_official Ah syiap
291,9/8/2019 7:55,Cahyeahh,"Apapun alasanya tp yg telah dilakukan @PBDjarum sudah memberikan kontribusi nyata bagi prestasi olahraga bulu tangkis kita.
Semoga stlah ini @KPAI_official bisa menjadi sponsor tetap dlm mencetak atlet bulu tangkis di Indonesia. Bagi pecinta Bulutangkis tolong <U+0001F449> RETUIT <U+0001F447> https://t.co/EKrRj2iHAR"
292,9/8/2019 7:55,BoediPrakoso88,@eko_kuntadhi KPAI lbh menghargai anak2 yg model begini drpd generasi muda yg ingin dan bangga berjuang mengharumkan nama bangsa dan negara.. KPAI PEKOK..!!! https://t.co/uNrK7YVte7
293,9/8/2019 7:55,chenneeyy,"Karena ulah KPAI yang menuding audisi Bulutangkis PD Djarum adalah eksploitasi anak-anak, akhirnya tahun depan tidak ada lagi pencarian bakat seperti ini. Indonesia akan kehilangan potensi pebulutangkis nasional melaga di ajang dunia.

Sedih... https://t.co/ZJrECR0On8"
294,9/8/2019 7:55,dimaskresna,@MFahmiFajrin7 @KPAI_official KPAI: https://t.co/5rUmQkXwp5
295,9/8/2019 7:55,i_made_agus,Shame on you @KPAI_official cc: @BadmintonTalk https://t.co/FjuYboWwYI
296,9/8/2019 7:55,KamilaMojo,"Saya melihat @PBDjarum tidak banyak melawan ketika dijegal @lenteraanak_ dan @KPAI_official krn mereka tidak perlu melawan dgn kata-kata. 

Mereka sudah meninggalkan jejak, mencatat sejarah, membuktikan diri dgn aksi saat pihak lain baru sebatas berbasa-basi. https://t.co/fuoKo8K2iC"
297,9/8/2019 7:55,IrvanFirm,@indosupporter @lenteraanak_ @KPAI_official Sebegitu gobloknya kah mereka?. Ngene mend negaraku ya allah ... !
298,9/8/2019 7:55,w4nw4e,"Puas Kalian @KPAI_official ..??
Klian kmna saat ad ank teriak Bunuh &amp; Pawai HTI..?
Klian kmna saat ada ank kecil jdi Korban Predator anak..??
Klian lebih memilih menutup pintu cita2 anak bangsa
Kalian BANGSAT..

@KEMENPORA_RI kmn?
Kok memilih Bungkam? 

 https://t.co/2UPsCJP72t"
299,9/8/2019 7:55,xandereza,"Sudah cukuplah, ya. 

Sudah 50 tahun PB Djarum mendukung pembinaan bulu tangkis di Indonesia. Sekarang giliran Yayasan Lentera Anak, KPAI, Kemenpora, dan pihak-pihak lain untuk mengambil alih peran ini. 

Semoga bisa, dan mau. https://t.co/KE8DcrA51A"
300,9/8/2019 7:55,febridanggik,@daddiesuwu @KPAI_official @lenteraanak_  di lihat nih
301,9/8/2019 7:55,Dawala51236676,"Sudah 50 tahun PB Djarum berkontribusi untuk negeri di bidang bulutangkis, tak sedikit atlet-atlet jebolan dari Audisi PB Djarum mengharumkan nama Indonesia di kancah Internasional. Kini PB Djarum dituduh mengeksploitasi anak oleh KPAI. 
#PBDjarumJanganPamit https://t.co/a10vlVRMd0"
302,9/8/2019 7:55,AKN_46,Makasi KPAI https://t.co/ATRWXv4fH9
303,9/8/2019 7:55,dekatskidipapap,"selamat @lenteraanak_ @KPAI_official kalian telah mengubur mimpi-mimpi anak indonesia, bangsad. https://t.co/wA3lH5cUsC"
304,9/8/2019 7:55,Irdam28148943,"Selamat ya, KPAI... atas prestasinya menghancurkan mimpi anak2 berprestasi calon juara dunia.

Mungkin KPAI yang mau ambil tanggung jawab utk pendanaan pelatihan mereka sekarang.. <U+2615><U+2615>

https://t.co/TWPx9b3YPd"
305,9/8/2019 7:55,Irdam28148943,@KPAI_official
306,9/8/2019 7:55,______sequoia,@detikcom Mau tanya KPAI udah ngebanggain negara lewat apa ya? Ada yang bisa bantu jawab?
307,9/8/2019 7:48,Ironmansuck,Terimakasih loh KPAI udah ngancurin badminton Indonesia
308,9/8/2019 7:55,Ironmansuck,@KPAI_official Anda mungkin mau anak Indonesia menjadi pecundang bukan menjadi juara dengan alasan eksploitasi anak terimakasih loh udah hancurkan jutaan mimpi anak Indonesia yang ingin jadi juara dunia
309,9/8/2019 7:55,irish_power,"Sudah cukuplah, ya. 

Sudah 50 tahun PB Djarum mendukung pembinaan bulu tangkis di Indonesia. Sekarang giliran Yayasan Lentera Anak, KPAI, Kemenpora, dan pihak-pihak lain untuk mengambil alih peran ini. 

Semoga bisa, dan mau. https://t.co/KE8DcrA51A"
310,9/8/2019 7:55,SeptriyadiDrian,@bonekcasuals @lenteraanak_ @KPAI_official @PSSI betul sebelum @KPAI_official @lenteraanak_ di somasi lg persebaya nya <U+0001F601>
311,9/8/2019 7:55,crissabella8,@ThinkThinkHiks @ainurohman @lenteraanak_ @KPAI_official Mereka ni kalo masalah yang high profile gini nyap nyap banget tapi soal pernikahan dini senyap banget yaaa. Kemaren juga waktu ada kasus pemerkosaan anak di bawah umur yang masuk penjara karena menggugurkan kandungannya mereka pada kemana? Main gundu?
312,9/8/2019 7:55,Rizki_Navianto,"KPAI ambek KPI podo gak genah kabeh, kok podo"" ngerusak e"
313,9/8/2019 7:55,inantafebby,"Selamat, hari ini kemenangan kalian @KPAI_official dan @lenteraanak_ <U+0001F44D>. Dan kekalahan begitu banyak bakat bulu tangkis masa depan. Ada banyak anak di luar sana yg perlu kalian lindungi dari eksploitasi. Kalian memilih jalan ini. Sungguh bangga negeri ini <U+0001F64F> https://t.co/POZM5Ab0MI"
314,9/8/2019 7:55,Irwan7003,@lenteraanak_ @KPAI_official Yg ngadain djarum masak harus di hilangkan.....makanya angota lsm nya kalo tidur jangan miring otaknya ikut miring juga.. Eh btw selamat ya duit 3M nya
315,9/8/2019 7:55,bagasari_,"Sudah 50 tahun PB Djarum berkontribusi untuk negeri di bidang bulutangkis, tak sedikit atlet-atlet jebolan dari Audisi PB Djarum mengharumkan nama Indonesia di kancah Internasional. Kini PB Djarum dituduh mengeksploitasi anak oleh KPAI. 
#PBDjarumJanganPamit https://t.co/a10vlVRMd0"
316,9/8/2019 7:55,fand_and,"Yang dipermasalahkan KPAI bukan audisi bulu tangkisnya, tapi penggunaan merek Djarum dalam audisi bulu tangkis yang isinya mayoritas anak-anak. https://t.co/wEcFekqgF9"
317,9/8/2019 7:55,irakrezz,"@ariefbozeman @KPAI_official Idealisme yg bagaimana? Yang kriminal dan narkoba seperti sekarang? Bukannya makin maju, malah mundur kebelakang"
318,9/8/2019 7:47,irakrezz,@KPAI_official Gak malu kalian sama negara2 tetangga!
319,9/8/2019 7:55,nandafitrims,"@PBDjarum Btw, gimana nih komentarnya @lenteraanak_ @KPAI_official ? Udh siap duit brp buat bantu negara melakukan pembinaan secara maksimal seperti @PBDjarum ? Atau ada solusi lain buat ribuan anak yg mimpi ngebela nama Indonesia di punggungnya melalui bulutangkis?

#TerimaKasihPBDJarum"
320,9/8/2019 7:55,kangtjoek,"PLS RT: Menurut kalian mana yang seharusnya DIBUBARKAN?

@KPAI_official dan @lenteraanak_ atau @PBDjarum?"
321,9/8/2019 7:55,LaRose78992426,"Kemenpora dan PBSI jangan diam saja dengan dibatalkannya audisi beasiswa Djarum, gara2 KPAI. Nama harum Indonesia dalam olahraga bulutangkis tidak dapat dipisahkan dari kontribusi PT/Yayasan Djarum."
322,9/8/2019 7:52,LaRose78992426,"Puas Kalian @KPAI_official ..??
Klian kmna saat ad ank teriak Bunuh &amp; Pawai HTI..?
Klian kmna saat ada ank kecil jdi Korban Predator anak..??
Klian lebih memilih menutup pintu cita2 anak bangsa
Kalian BANGSAT..

@KEMENPORA_RI kmn?
Kok memilih Bungkam? 

 https://t.co/2UPsCJP72t"
323,9/8/2019 7:55,lenkarelie,@KPAI_official Wahahaha lucu
324,9/8/2019 7:55,kleysei,KPAI = Komisi Penghancur Angan dan Impian! https://t.co/NlHNVhVjUT
325,9/8/2019 7:53,mas_ngafif,"KPAI ini masuk tipe-tipe orang yang banyak mau, tapi ngak tau masalah. Apalagi solusi!.."
326,9/8/2019 7:55,mas_ngafif,"Sudah 50 tahun PB Djarum berkontribusi untuk negeri di bidang bulutangkis, tak sedikit atlet-atlet jebolan dari Audisi PB Djarum mengharumkan nama Indonesia di kancah Internasional. Kini PB Djarum dituduh mengeksploitasi anak oleh KPAI. 
#PBDjarumJanganPamit https://t.co/a10vlVRMd0"
327,9/8/2019 7:55,Arthango222,"@KicauSunyi @JMandiri01 @lenteraanak_ @KPAI_official Gak usah bahas sejauh itu. 
Search lentera anak. Mereka dibayar bule buat menyusahkan perusahaan tembakau RI."
328,9/8/2019 7:53,Arthango222,@bangzul_1988 @JMandiri01 @KPAI_official @lenteraanak_ Lentera mah yang penting CAAIIIRRRRRR. Peduli setan ama Bulutangkis
329,9/8/2019 7:55,kevinhape,"well done, kpai &amp; lenteraanak <U+0001F44F><U+0001F44F><U+0001F44F> via /r/indonesia https://t.co/Gg2vegc5OG https://t.co/OmdkBPxsXo"
330,9/8/2019 7:55,gindrag,"@detikcom ini KPAI prestasi nya apa ya?
please inform me.
1
2
3
dst"
331,9/8/2019 7:53,fajarabaskris,"@lenteraanak_ @KPAI_official @Kemenpora Anak di bawa kampanye, boleh,anak kecil syuting, boleh,anak kecil jadi bintang iklan,boleh..
Anak kecil pengen ikut seleksi atlit dilarang.."
332,9/8/2019 7:53,fajarabaskris,"@lenteraanak_ @KPAI_official @Kemenpora Kalian baca ga komen2 dibawah? Ada yg bela kalian? Kemana kalian wkt anak2 dibawa kampanye politik? Dimana kalian wkt anak2 jalan2 sambil teriak2 ""bunuh..."" Tau ga kalau anak2 dibawah pembinaan PB Djarum dilarang merokok sm mereka sendiri? Tau atau pura2 ga tau?"
333,9/8/2019 7:55,fajarabaskris,"@kemalarsjad Anak-anak ini mau dibiarkan @KPAI_official, @lenteraanak_? https://t.co/0AAGdKxIJV"
334,9/8/2019 7:52,fajarabaskris,@lenteraanak_ @KPAI_official @Kemenpora Dapat Salam Hormat dari peringkat satu BWF sektor Ganda Putra <U+0001F1F2><U+0001F1E8> https://t.co/VkeccYgxHk
335,9/8/2019 7:53,fajarabaskris,@orlandochristy @lenteraanak_ @KPAI_official @Kemenpora Mereka mau dibiarkan? https://t.co/xQygngtIqB
336,9/8/2019 7:54,fajarabaskris,"@lenteraanak_ @KPAI_official @Kemenpora Copas twit @WR_4AG226 

KPAI suruh ngurusin yg kek gini aja neh<U+0001F447><U+0001F3FC> anak korban eksploitasi HTI https://t.co/PQbzEC0sue"
337,9/8/2019 7:55,djonromen,"Awalnya tidak mau komentar, tapi setelah kenyataannya Djarum bersedia menanggalkan bajunya dan @KPAI_official tetap ngotot dengan keputusannya, ada yang salah dengan pelayan publik kita https://t.co/6c994lOPIW"
338,9/8/2019 7:55,__dcky,"Karena ulah KPAI yang menuding audisi Bulutangkis PD Djarum adalah eksploitasi anak-anak, akhirnya tahun depan tidak ada lagi pencarian bakat seperti ini. Indonesia akan kehilangan potensi pebulutangkis nasional melaga di ajang dunia.

Sedih... https://t.co/ZJrECR0On8"
